"","site_id","year","month","day","variable","value"
"61677","i36",1977,9,1,"cru_324_frs",18.36
"61744","i36",1977,10,1,"cru_324_frs",29.61
"61811","i36",1977,11,1,"cru_324_frs",30
"61878","i36",1977,12,1,"cru_324_frs",31
"61945","i36",1978,1,1,"cru_324_frs",31
"62012","i36",1978,2,1,"cru_324_frs",28
"62079","i36",1978,3,1,"cru_324_frs",31
"62146","i36",1978,4,1,"cru_324_frs",30
"62213","i36",1978,5,1,"cru_324_frs",30.41
"62280","i36",1978,6,1,"cru_324_frs",15.02
"62347","i36",1978,7,1,"cru_324_frs",2.6
"62414","i36",1978,8,1,"cru_324_frs",10.53
"62481","i36",1978,9,1,"cru_324_frs",14.76
"62548","i36",1978,10,1,"cru_324_frs",31
"62615","i36",1978,11,1,"cru_324_frs",30
"62682","i36",1978,12,1,"cru_324_frs",31
"62749","i36",1979,1,1,"cru_324_frs",31
"62816","i36",1979,2,1,"cru_324_frs",28
"62883","i36",1979,3,1,"cru_324_frs",31
"62950","i36",1979,4,1,"cru_324_frs",30
"63017","i36",1979,5,1,"cru_324_frs",25.68
"63084","i36",1979,6,1,"cru_324_frs",11.94
"63151","i36",1979,7,1,"cru_324_frs",2.04
"63218","i36",1979,8,1,"cru_324_frs",3.22
"63285","i36",1979,9,1,"cru_324_frs",16.83
"63352","i36",1979,10,1,"cru_324_frs",29.24
"63419","i36",1979,11,1,"cru_324_frs",30
"63486","i36",1979,12,1,"cru_324_frs",31
"63553","i36",1980,1,1,"cru_324_frs",31
"63620","i36",1980,2,1,"cru_324_frs",29
"63687","i36",1980,3,1,"cru_324_frs",31
"63754","i36",1980,4,1,"cru_324_frs",30
"63821","i36",1980,5,1,"cru_324_frs",29.31
"63888","i36",1980,6,1,"cru_324_frs",8.74
"63955","i36",1980,7,1,"cru_324_frs",5.64
"64022","i36",1980,8,1,"cru_324_frs",9.52
"64089","i36",1980,9,1,"cru_324_frs",26.09
"64156","i36",1980,10,1,"cru_324_frs",30.25
"64223","i36",1980,11,1,"cru_324_frs",30
"64290","i36",1980,12,1,"cru_324_frs",31
"64357","i36",1981,1,1,"cru_324_frs",31
"64424","i36",1981,2,1,"cru_324_frs",28
"64491","i36",1981,3,1,"cru_324_frs",31
"64558","i36",1981,4,1,"cru_324_frs",30
"64625","i36",1981,5,1,"cru_324_frs",24.82
"64692","i36",1981,6,1,"cru_324_frs",11.18
"64759","i36",1981,7,1,"cru_324_frs",4.84
"64826","i36",1981,8,1,"cru_324_frs",13.39
"64893","i36",1981,9,1,"cru_324_frs",23.14
"64960","i36",1981,10,1,"cru_324_frs",30.49
"65027","i36",1981,11,1,"cru_324_frs",30
"65094","i36",1981,12,1,"cru_324_frs",31
"65161","i36",1982,1,1,"cru_324_frs",31
"65228","i36",1982,2,1,"cru_324_frs",28
"65295","i36",1982,3,1,"cru_324_frs",31
"65362","i36",1982,4,1,"cru_324_frs",30
"65429","i36",1982,5,1,"cru_324_frs",29.55
"65496","i36",1982,6,1,"cru_324_frs",10.93
"65563","i36",1982,7,1,"cru_324_frs",1.21
"65630","i36",1982,8,1,"cru_324_frs",11.04
"65697","i36",1982,9,1,"cru_324_frs",19.12
"65764","i36",1982,10,1,"cru_324_frs",31
"65831","i36",1982,11,1,"cru_324_frs",30
"65898","i36",1982,12,1,"cru_324_frs",31
"65965","i36",1983,1,1,"cru_324_frs",31
"66032","i36",1983,2,1,"cru_324_frs",28
"66099","i36",1983,3,1,"cru_324_frs",31
"66166","i36",1983,4,1,"cru_324_frs",30
"66233","i36",1983,5,1,"cru_324_frs",30.88
"66300","i36",1983,6,1,"cru_324_frs",10.93
"66367","i36",1983,7,1,"cru_324_frs",4.64
"66434","i36",1983,8,1,"cru_324_frs",6.93
"66501","i36",1983,9,1,"cru_324_frs",25.72
"66568","i36",1983,10,1,"cru_324_frs",31
"66635","i36",1983,11,1,"cru_324_frs",30
"66702","i36",1983,12,1,"cru_324_frs",31
"66769","i36",1984,1,1,"cru_324_frs",31
"66836","i36",1984,2,1,"cru_324_frs",29
"66903","i36",1984,3,1,"cru_324_frs",31
"66970","i36",1984,4,1,"cru_324_frs",30
"67037","i36",1984,5,1,"cru_324_frs",28.32
"67104","i36",1984,6,1,"cru_324_frs",8.98
"67171","i36",1984,7,1,"cru_324_frs",6.06
"67238","i36",1984,8,1,"cru_324_frs",10.02
"67305","i36",1984,9,1,"cru_324_frs",21.07
"67372","i36",1984,10,1,"cru_324_frs",30.84
"67439","i36",1984,11,1,"cru_324_frs",30
"67506","i36",1984,12,1,"cru_324_frs",31
"67573","i36",1985,1,1,"cru_324_frs",31
"67640","i36",1985,2,1,"cru_324_frs",28
"67707","i36",1985,3,1,"cru_324_frs",31
"67774","i36",1985,4,1,"cru_324_frs",30
"67841","i36",1985,5,1,"cru_324_frs",27.5
"67908","i36",1985,6,1,"cru_324_frs",12.44
"67975","i36",1985,7,1,"cru_324_frs",10.02
"68042","i36",1985,8,1,"cru_324_frs",11.04
"68109","i36",1985,9,1,"cru_324_frs",22.8
"68176","i36",1985,10,1,"cru_324_frs",31
"68243","i36",1985,11,1,"cru_324_frs",30
"68310","i36",1985,12,1,"cru_324_frs",31
"68377","i36",1986,1,1,"cru_324_frs",31
"68444","i36",1986,2,1,"cru_324_frs",28
"68511","i36",1986,3,1,"cru_324_frs",31
"68578","i36",1986,4,1,"cru_324_frs",30
"68645","i36",1986,5,1,"cru_324_frs",29.77
"68712","i36",1986,6,1,"cru_324_frs",13.21
"68779","i36",1986,7,1,"cru_324_frs",5.43
"68846","i36",1986,8,1,"cru_324_frs",10.02
"68913","i36",1986,9,1,"cru_324_frs",19.12
"68980","i36",1986,10,1,"cru_324_frs",30.99
"69047","i36",1986,11,1,"cru_324_frs",30
"69114","i36",1986,12,1,"cru_324_frs",31
"69181","i36",1987,1,1,"cru_324_frs",31
"69248","i36",1987,2,1,"cru_324_frs",28
"69315","i36",1987,3,1,"cru_324_frs",31
"69382","i36",1987,4,1,"cru_324_frs",30
"69449","i36",1987,5,1,"cru_324_frs",29.72
"69516","i36",1987,6,1,"cru_324_frs",10.19
"69583","i36",1987,7,1,"cru_324_frs",1.54
"69650","i36",1987,8,1,"cru_324_frs",5.03
"69717","i36",1987,9,1,"cru_324_frs",20.59
"69784","i36",1987,10,1,"cru_324_frs",29.66
"69851","i36",1987,11,1,"cru_324_frs",30
"69918","i36",1987,12,1,"cru_324_frs",31
"69985","i36",1988,1,1,"cru_324_frs",31
"70052","i36",1988,2,1,"cru_324_frs",29
"70119","i36",1988,3,1,"cru_324_frs",31
"70186","i36",1988,4,1,"cru_324_frs",30
"70253","i36",1988,5,1,"cru_324_frs",28.32
"70320","i36",1988,6,1,"cru_324_frs",11.18
"70387","i36",1988,7,1,"cru_324_frs",2.04
"70454","i36",1988,8,1,"cru_324_frs",11.29
"70521","i36",1988,9,1,"cru_324_frs",22.57
"70588","i36",1988,10,1,"cru_324_frs",31
"70655","i36",1988,11,1,"cru_324_frs",30
"70722","i36",1988,12,1,"cru_324_frs",31
"70789","i36",1989,1,1,"cru_324_frs",31
"70856","i36",1989,2,1,"cru_324_frs",28
"70923","i36",1989,3,1,"cru_324_frs",31
"70990","i36",1989,4,1,"cru_324_frs",30
"71057","i36",1989,5,1,"cru_324_frs",28.91
"71124","i36",1989,6,1,"cru_324_frs",10.93
"71191","i36",1989,7,1,"cru_324_frs",1.21
"71258","i36",1989,8,1,"cru_324_frs",2.75
"71325","i36",1989,9,1,"cru_324_frs",18.36
"71392","i36",1989,10,1,"cru_324_frs",30.95
"71459","i36",1989,11,1,"cru_324_frs",30
"71526","i36",1989,12,1,"cru_324_frs",31
"71593","i36",1990,1,1,"cru_324_frs",31
"71660","i36",1990,2,1,"cru_324_frs",28
"71727","i36",1990,3,1,"cru_324_frs",31
"71794","i36",1990,4,1,"cru_324_frs",30
"71861","i36",1990,5,1,"cru_324_frs",26.77
"71928","i36",1990,6,1,"cru_324_frs",8.27
"71995","i36",1990,7,1,"cru_324_frs",0.52
"72062","i36",1990,8,1,"cru_324_frs",8.08
"72129","i36",1990,9,1,"cru_324_frs",22.23
"72196","i36",1990,10,1,"cru_324_frs",30.76
"72263","i36",1990,11,1,"cru_324_frs",30
"72330","i36",1990,12,1,"cru_324_frs",31
"72397","i36",1991,1,1,"cru_324_frs",31
"72464","i36",1991,2,1,"cru_324_frs",28
"72531","i36",1991,3,1,"cru_324_frs",31
"72598","i36",1991,4,1,"cru_324_frs",30
"72665","i36",1991,5,1,"cru_324_frs",23.8
"72732","i36",1991,6,1,"cru_324_frs",11.68
"72799","i36",1991,7,1,"cru_324_frs",8.79
"72866","i36",1991,8,1,"cru_324_frs",15.26
"72933","i36",1991,9,1,"cru_324_frs",19.37
"73000","i36",1991,10,1,"cru_324_frs",30.78
"73067","i36",1991,11,1,"cru_324_frs",30
"73134","i36",1991,12,1,"cru_324_frs",31
"73201","i36",1992,1,1,"cru_324_frs",31
"73268","i36",1992,2,1,"cru_324_frs",29
"73335","i36",1992,3,1,"cru_324_frs",31
"73402","i36",1992,4,1,"cru_324_frs",30
"73469","i36",1992,5,1,"cru_324_frs",29.49
"73536","i36",1992,6,1,"cru_324_frs",12.19
"73603","i36",1992,7,1,"cru_324_frs",3.06
"73670","i36",1992,8,1,"cru_324_frs",6.71
"73737","i36",1992,9,1,"cru_324_frs",25.82
"73804","i36",1992,10,1,"cru_324_frs",31
"73871","i36",1992,11,1,"cru_324_frs",30
"73938","i36",1992,12,1,"cru_324_frs",31
"74005","i36",1993,1,1,"cru_324_frs",31
"74072","i36",1993,2,1,"cru_324_frs",28
"74139","i36",1993,3,1,"cru_324_frs",31
"74206","i36",1993,4,1,"cru_324_frs",30
"74273","i36",1993,5,1,"cru_324_frs",27.23
"74340","i36",1993,6,1,"cru_324_frs",10.43
"74407","i36",1993,7,1,"cru_324_frs",1.78
"74474","i36",1993,8,1,"cru_324_frs",9.28
"74541","i36",1993,9,1,"cru_324_frs",22.23
"74608","i36",1993,10,1,"cru_324_frs",30.03
"74675","i36",1993,11,1,"cru_324_frs",30
"74742","i36",1993,12,1,"cru_324_frs",31
"74809","i36",1994,1,1,"cru_324_frs",31
"74876","i36",1994,2,1,"cru_324_frs",28
"74943","i36",1994,3,1,"cru_324_frs",31
"75010","i36",1994,4,1,"cru_324_frs",30
"75077","i36",1994,5,1,"cru_324_frs",26.48
"75144","i36",1994,6,1,"cru_324_frs",13.21
"75211","i36",1994,7,1,"cru_324_frs",1.21
"75278","i36",1994,8,1,"cru_324_frs",3.73
"75345","i36",1994,9,1,"cru_324_frs",24.02
"75412","i36",1994,10,1,"cru_324_frs",30.08
"75479","i36",1994,11,1,"cru_324_frs",30
"75546","i36",1994,12,1,"cru_324_frs",31
"75613","i36",1995,1,1,"cru_324_frs",31
"75680","i36",1995,2,1,"cru_324_frs",28
"75747","i36",1995,3,1,"cru_324_frs",31
"75814","i36",1995,4,1,"cru_324_frs",30
"75881","i36",1995,5,1,"cru_324_frs",25.78
"75948","i36",1995,6,1,"cru_324_frs",9.22
"76015","i36",1995,7,1,"cru_324_frs",3.39
"76082","i36",1995,8,1,"cru_324_frs",8.55
"76149","i36",1995,9,1,"cru_324_frs",22.46
"76216","i36",1995,10,1,"cru_324_frs",30.93
"76283","i36",1995,11,1,"cru_324_frs",30
"76350","i36",1995,12,1,"cru_324_frs",31
"76417","i36",1996,1,1,"cru_324_frs",31
"76484","i36",1996,2,1,"cru_324_frs",29
"76551","i36",1996,3,1,"cru_324_frs",31
"76618","i36",1996,4,1,"cru_324_frs",30
"76685","i36",1996,5,1,"cru_324_frs",28.98
"76752","i36",1996,6,1,"cru_324_frs",9.22
"76819","i36",1996,7,1,"cru_324_frs",3.22
"76886","i36",1996,8,1,"cru_324_frs",12.86
"76953","i36",1996,9,1,"cru_324_frs",24.44
"77020","i36",1996,10,1,"cru_324_frs",31
"77087","i36",1996,11,1,"cru_324_frs",30
"77154","i36",1996,12,1,"cru_324_frs",31
"77221","i36",1997,1,1,"cru_324_frs",31
"77288","i36",1997,2,1,"cru_324_frs",28
"77355","i36",1997,3,1,"cru_324_frs",31
"77422","i36",1997,4,1,"cru_324_frs",30
"77489","i36",1997,5,1,"cru_324_frs",27.92
"77556","i36",1997,6,1,"cru_324_frs",9.94
"77623","i36",1997,7,1,"cru_324_frs",3.22
"77690","i36",1997,8,1,"cru_324_frs",3.73
"77757","i36",1997,9,1,"cru_324_frs",15.28
"77824","i36",1997,10,1,"cru_324_frs",30.94
"77891","i36",1997,11,1,"cru_324_frs",30
"77958","i36",1997,12,1,"cru_324_frs",31
"78025","i36",1998,1,1,"cru_324_frs",31
"78092","i36",1998,2,1,"cru_324_frs",28
"78159","i36",1998,3,1,"cru_324_frs",31
"78226","i36",1998,4,1,"cru_324_frs",29.96
"78293","i36",1998,5,1,"cru_324_frs",24.15
"78360","i36",1998,6,1,"cru_324_frs",6.28
"78427","i36",1998,7,1,"cru_324_frs",0.19
"78494","i36",1998,8,1,"cru_324_frs",0.92
"78561","i36",1998,9,1,"cru_324_frs",13.73
"78628","i36",1998,10,1,"cru_324_frs",29.43
"78695","i36",1998,11,1,"cru_324_frs",30
"78762","i36",1998,12,1,"cru_324_frs",31
"78829","i36",1999,1,1,"cru_324_frs",31
"78896","i36",1999,2,1,"cru_324_frs",28
"78963","i36",1999,3,1,"cru_324_frs",31
"79030","i36",1999,4,1,"cru_324_frs",30
"79097","i36",1999,5,1,"cru_324_frs",27.5
"79164","i36",1999,6,1,"cru_324_frs",11.94
"79231","i36",1999,7,1,"cru_324_frs",8.08
"79298","i36",1999,8,1,"cru_324_frs",1.66
"79365","i36",1999,9,1,"cru_324_frs",20.59
"79432","i36",1999,10,1,"cru_324_frs",30.91
"79499","i36",1999,11,1,"cru_324_frs",30
"79566","i36",1999,12,1,"cru_324_frs",31
"79633","i36",2000,1,1,"cru_324_frs",31
"79700","i36",2000,2,1,"cru_324_frs",29
"79767","i36",2000,3,1,"cru_324_frs",31
"79834","i36",2000,4,1,"cru_324_frs",30
"79901","i36",2000,5,1,"cru_324_frs",30.21
"79968","i36",2000,6,1,"cru_324_frs",8.51
"80035","i36",2000,7,1,"cru_324_frs",2.04
"80102","i36",2000,8,1,"cru_324_frs",8.08
"80169","i36",2000,9,1,"cru_324_frs",18.36
"80236","i36",2000,10,1,"cru_324_frs",30.55
"80303","i36",2000,11,1,"cru_324_frs",30
"80370","i36",2000,12,1,"cru_324_frs",31
"80437","i36",2001,1,1,"cru_324_frs",31
"80504","i36",2001,2,1,"cru_324_frs",28
"80571","i36",2001,3,1,"cru_324_frs",31
"80638","i36",2001,4,1,"cru_324_frs",30
"80705","i36",2001,5,1,"cru_324_frs",30.08
"80772","i36",2001,6,1,"cru_324_frs",12.19
"80839","i36",2001,7,1,"cru_324_frs",4.45
"80906","i36",2001,8,1,"cru_324_frs",7.15
"80973","i36",2001,9,1,"cru_324_frs",19.37
"81040","i36",2001,10,1,"cru_324_frs",30.82
"81107","i36",2001,11,1,"cru_324_frs",30
"81174","i36",2001,12,1,"cru_324_frs",31
"81241","i36",2002,1,1,"cru_324_frs",31
"81308","i36",2002,2,1,"cru_324_frs",28
"81375","i36",2002,3,1,"cru_324_frs",31
"81442","i36",2002,4,1,"cru_324_frs",30
"81509","i36",2002,5,1,"cru_324_frs",28.25
"81576","i36",2002,6,1,"cru_324_frs",14.51
"81643","i36",2002,7,1,"cru_324_frs",6.27
"81710","i36",2002,8,1,"cru_324_frs",12.86
"81777","i36",2002,9,1,"cru_324_frs",18.62
"81844","i36",2002,10,1,"cru_324_frs",30.38
"81911","i36",2002,11,1,"cru_324_frs",30
"81978","i36",2002,12,1,"cru_324_frs",31
"82045","i36",2003,1,1,"cru_324_frs",31
"82112","i36",2003,2,1,"cru_324_frs",28
"82179","i36",2003,3,1,"cru_324_frs",31
"82246","i36",2003,4,1,"cru_324_frs",30
"82313","i36",2003,5,1,"cru_324_frs",28.77
"82380","i36",2003,6,1,"cru_324_frs",13.21
"82447","i36",2003,7,1,"cru_324_frs",4.64
"82514","i36",2003,8,1,"cru_324_frs",9.28
"82581","i36",2003,9,1,"cru_324_frs",21.07
"82648","i36",2003,10,1,"cru_324_frs",27.92
"82715","i36",2003,11,1,"cru_324_frs",30
"82782","i36",2003,12,1,"cru_324_frs",31
"82849","i36",2004,1,1,"cru_324_frs",31
"82916","i36",2004,2,1,"cru_324_frs",29
"82983","i36",2004,3,1,"cru_324_frs",31
"83050","i36",2004,4,1,"cru_324_frs",30
"83117","i36",2004,5,1,"cru_324_frs",28.48
"83184","i36",2004,6,1,"cru_324_frs",8.98
"83251","i36",2004,7,1,"cru_324_frs",2.6
"83318","i36",2004,8,1,"cru_324_frs",5.64
"83385","i36",2004,9,1,"cru_324_frs",20.83
"83452","i36",2004,10,1,"cru_324_frs",30.52
"83519","i36",2004,11,1,"cru_324_frs",30
"83586","i36",2004,12,1,"cru_324_frs",31
"83653","i36",2005,1,1,"cru_324_frs",31
"83720","i36",2005,2,1,"cru_324_frs",28
"83787","i36",2005,3,1,"cru_324_frs",31
"83854","i36",2005,4,1,"cru_324_frs",30
"83921","i36",2005,5,1,"cru_324_frs",25.99
"83988","i36",2005,6,1,"cru_324_frs",13.47
"84055","i36",2005,7,1,"cru_324_frs",4.09
"84122","i36",2005,8,1,"cru_324_frs",5.43
"84189","i36",2005,9,1,"cru_324_frs",16.83
"84256","i36",2005,10,1,"cru_324_frs",29.93
"84323","i36",2005,11,1,"cru_324_frs",30
"84390","i36",2005,12,1,"cru_324_frs",31
"84457","i36",2006,1,1,"cru_324_frs",31
"84524","i36",2006,2,1,"cru_324_frs",28
"84591","i36",2006,3,1,"cru_324_frs",31
"84658","i36",2006,4,1,"cru_324_frs",30
"84725","i36",2006,5,1,"cru_324_frs",27.41
"84792","i36",2006,6,1,"cru_324_frs",9.22
"84859","i36",2006,7,1,"cru_324_frs",3.56
"84926","i36",2006,8,1,"cru_324_frs",5.23
"84993","i36",2006,9,1,"cru_324_frs",17.86
"85060","i36",2006,10,1,"cru_324_frs",30.38
"85127","i36",2006,11,1,"cru_324_frs",30
"85194","i36",2006,12,1,"cru_324_frs",31
"85261","i36",2007,1,1,"cru_324_frs",31
"85328","i36",2007,2,1,"cru_324_frs",28
"85395","i36",2007,3,1,"cru_324_frs",31
"85462","i36",2007,4,1,"cru_324_frs",30
"85529","i36",2007,5,1,"cru_324_frs",27.59
"85596","i36",2007,6,1,"cru_324_frs",8.27
"85663","i36",2007,7,1,"cru_324_frs",1.66
"85730","i36",2007,8,1,"cru_324_frs",5.64
"85797","i36",2007,9,1,"cru_324_frs",19.37
"85864","i36",2007,10,1,"cru_324_frs",30.8
"85931","i36",2007,11,1,"cru_324_frs",30
"85998","i36",2007,12,1,"cru_324_frs",31
"86065","i36",2008,1,1,"cru_324_frs",31
"86132","i36",2008,2,1,"cru_324_frs",29
"86199","i36",2008,3,1,"cru_324_frs",31
"86266","i36",2008,4,1,"cru_324_frs",30
"86333","i36",2008,5,1,"cru_324_frs",27.05
"86400","i36",2008,6,1,"cru_324_frs",10.19
"86467","i36",2008,7,1,"cru_324_frs",2.9
"86534","i36",2008,8,1,"cru_324_frs",8.79
"86601","i36",2008,9,1,"cru_324_frs",19.61
"86668","i36",2008,10,1,"cru_324_frs",30.9
"86735","i36",2008,11,1,"cru_324_frs",30
"86802","i36",2008,12,1,"cru_324_frs",31
"86869","i36",2009,1,1,"cru_324_frs",31
"86936","i36",2009,2,1,"cru_324_frs",28
"87003","i36",2009,3,1,"cru_324_frs",31
"87070","i36",2009,4,1,"cru_324_frs",30
"87137","i36",2009,5,1,"cru_324_frs",28.25
"87204","i36",2009,6,1,"cru_324_frs",11.43
"87271","i36",2009,7,1,"cru_324_frs",4.27
"87338","i36",2009,8,1,"cru_324_frs",5.23
"87405","i36",2009,9,1,"cru_324_frs",18.87
"87472","i36",2009,10,1,"cru_324_frs",30.45
"87539","i36",2009,11,1,"cru_324_frs",30
"87606","i36",2009,12,1,"cru_324_frs",31
"87673","i36",2010,1,1,"cru_324_frs",31
"87740","i36",2010,2,1,"cru_324_frs",28
"87807","i36",2010,3,1,"cru_324_frs",31
"87874","i36",2010,4,1,"cru_324_frs",30
"87941","i36",2010,5,1,"cru_324_frs",27.92
"88008","i36",2010,6,1,"cru_324_frs",8.51
"88075","i36",2010,7,1,"cru_324_frs",2.75
"88142","i36",2010,8,1,"cru_324_frs",5.64
"88209","i36",2010,9,1,"cru_324_frs",22.57
"88276","i36",2010,10,1,"cru_324_frs",30.68
"88343","i36",2010,11,1,"cru_324_frs",30
"88410","i36",2010,12,1,"cru_324_frs",31
"88477","i36",2011,1,1,"cru_324_frs",31
"88544","i36",2011,2,1,"cru_324_frs",28
"88611","i36",2011,3,1,"cru_324_frs",31
"88678","i36",2011,4,1,"cru_324_frs",30
"88745","i36",2011,5,1,"cru_324_frs",27.41
"88812","i36",2011,6,1,"cru_324_frs",10.19
"88879","i36",2011,7,1,"cru_324_frs",2.04
"88946","i36",2011,8,1,"cru_324_frs",6.93
"89013","i36",2011,9,1,"cru_324_frs",17.86
"89080","i36",2011,10,1,"cru_324_frs",29.55
"89147","i36",2011,11,1,"cru_324_frs",30
"89214","i36",2011,12,1,"cru_324_frs",31
"89281","i36",2012,1,1,"cru_324_frs",31
"89348","i36",2012,2,1,"cru_324_frs",29
"89415","i36",2012,3,1,"cru_324_frs",31
"89482","i36",2012,4,1,"cru_324_frs",30
"89549","i36",2012,5,1,"cru_324_frs",27.76
"89616","i36",2012,6,1,"cru_324_frs",7.59
"89683","i36",2012,7,1,"cru_324_frs",1.78
"89750","i36",2012,8,1,"cru_324_frs",5.03
"89817","i36",2012,9,1,"cru_324_frs",16.06
"89884","i36",2012,10,1,"cru_324_frs",31
"89951","i36",2012,11,1,"cru_324_frs",30
"90018","i36",2012,12,1,"cru_324_frs",31
"90085","i36",2013,1,1,"cru_324_frs",31
"90152","i36",2013,2,1,"cru_324_frs",28
"90219","i36",2013,3,1,"cru_324_frs",31
"90286","i36",2013,4,1,"cru_324_frs",30
"90353","i36",2013,5,1,"cru_324_frs",29.49
"90420","i36",2013,6,1,"cru_324_frs",7.36
"90487","i36",2013,7,1,"cru_324_frs",2.31
"90554","i36",2013,8,1,"cru_324_frs",4.64
"90621","i36",2013,9,1,"cru_324_frs",19.37
"90688","i36",2013,10,1,"cru_324_frs",30.03
"90755","i36",2013,11,1,"cru_324_frs",30
"90822","i36",2013,12,1,"cru_324_frs",31
"90889","i36",2014,1,1,"cru_324_frs",31
"90956","i36",2014,2,1,"cru_324_frs",28
"91023","i36",2014,3,1,"cru_324_frs",31
"91090","i36",2014,4,1,"cru_324_frs",30
"91157","i36",2014,5,1,"cru_324_frs",27.5
"91224","i36",2014,6,1,"cru_324_frs",11.68
"91291","i36",2014,7,1,"cru_324_frs",2.9
"91358","i36",2014,8,1,"cru_324_frs",5.64
"91425","i36",2014,9,1,"cru_324_frs",21.07
"91492","i36",2014,10,1,"cru_324_frs",30.49
"91559","i36",2014,11,1,"cru_324_frs",30
"91626","i36",2014,12,1,"cru_324_frs",31
"91693","i36",2015,1,1,"cru_324_frs",31
"91760","i36",2015,2,1,"cru_324_frs",28
"91827","i36",2015,3,1,"cru_324_frs",31
"91894","i36",2015,4,1,"cru_324_frs",30
"91961","i36",2015,5,1,"cru_324_frs",28.01
"92028","i36",2015,6,1,"cru_324_frs",11.18
"92095","i36",2015,7,1,"cru_324_frs",3.56
"92162","i36",2015,8,1,"cru_324_frs",7.84
"92229","i36",2015,9,1,"cru_324_frs",20.59
"92296","i36",2015,10,1,"cru_324_frs",29.24
"92363","i36",2015,11,1,"cru_324_frs",30
"92430","i36",2015,12,1,"cru_324_frs",31
